40,1075,签到奖励金币v01,Signin Reward Coin v01,每日签到,Daily Sign-In UI,assets/runtime/ui/daily_signin_hd_v01/signin_reward_coin_v01.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,assets/runtime/ui/interfaces/daily_program,assets/runtime/ui/interfaces/daily_program/**,明确替代 / Exact replacement: assets/runtime/ui/interfaces/daily_program,MEDIUM / 中,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
41,1076,签到奖励宝石v01,Signin Reward Gem v01,每日签到,Daily Sign-In UI,assets/runtime/ui/daily_signin_hd_v01/signin_reward_gem_v01.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,assets/runtime/ui/interfaces/daily_program,assets/runtime/ui/interfaces/daily_program/**,明确替代 / Exact replacement: assets/runtime/ui/interfaces/daily_program,MEDIUM / 中,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
42,1077,签到选中rimv01,Signin Selected Rim v01,每日签到,Daily Sign-In UI,assets/runtime/ui/daily_signin_hd_v01/signin_selected_rim_v01.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,assets/runtime/ui/interfaces/daily_program,assets/runtime/ui/interfaces/daily_program/**,明确替代 / Exact replacement: assets/runtime/ui/interfaces/daily_program,MEDIUM / 中,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
43,1078,签到tab未激活v01,Signin Tab Inactive v01,每日签到,Daily Sign-In UI,assets/runtime/ui/daily_signin_hd_v01/signin_tab_inactive_v01.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,assets/runtime/ui/interfaces/daily_program,assets/runtime/ui/interfaces/daily_program/**,明确替代 / Exact replacement: assets/runtime/ui/interfaces/daily_program,MEDIUM / 中,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
44,1079,签到tab选中v01,Signin Tab Selected v01,每日签到,Daily Sign-In UI,assets/runtime/ui/daily_signin_hd_v01/signin_tab_selected_v01.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,assets/runtime/ui/interfaces/daily_program,assets/runtime/ui/interfaces/daily_program/**,明确替代 / Exact replacement: assets/runtime/ui/interfaces/daily_program,MEDIUM / 中,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
45,1080,每日按钮领取默认v01,Daily Btn Claim Default v01,日常任务,Daily Tasks UI,assets/runtime/ui/daily_tasks_hd_v01/daily_btn_claim_default_v01.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,assets/runtime/ui/interfaces/daily_program,assets/runtime/ui/interfaces/daily_program/**,明确替代 / Exact replacement: assets/runtime/ui/interfaces/daily_program,MEDIUM / 中,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
46,1081,每日按钮领取默认v01,Daily Btn Claim Default v01,日常任务,Daily Tasks UI,assets/runtime/ui/daily_tasks_hd_v01/daily_btn_claim_default_v01.tres,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,assets/runtime/ui/interfaces/daily_program,assets/runtime/ui/interfaces/daily_program/**,明确替代 / Exact replacement: assets/runtime/ui/interfaces/daily_program,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
47,1082,每日按钮已领取禁用v01,Daily Btn Claimed Disabled v01,日常任务,Daily Tasks UI,assets/runtime/ui/daily_tasks_hd_v01/daily_btn_claimed_disabled_v01.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,assets/runtime/ui/interfaces/daily_program,assets/runtime/ui/interfaces/daily_program/**,明确替代 / Exact replacement: assets/runtime/ui/interfaces/daily_program,MEDIUM / 中,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
48,1083,每日按钮已领取禁用v01,Daily Btn Claimed Disabled v01,日常任务,Daily Tasks UI,assets/runtime/ui/daily_tasks_hd_v01/daily_btn_claimed_disabled_v01.tres,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,assets/runtime/ui/interfaces/daily_program,assets/runtime/ui/interfaces/daily_program/**,明确替代 / Exact replacement: assets/runtime/ui/interfaces/daily_program,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
49,1084,每日按钮关闭v01,Daily Btn Close v01,日常任务,Daily Tasks UI,assets/runtime/ui/daily_tasks_hd_v01/daily_btn_close_v01.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,assets/runtime/ui/interfaces/daily_program,assets/runtime/ui/interfaces/daily_program/**,明确替代 / Exact replacement: assets/runtime/ui/interfaces/daily_program,MEDIUM / 中,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
50,1085,每日按钮前往默认v01,Daily Btn Go Default v01,日常任务,Daily Tasks UI,assets/runtime/ui/daily_tasks_hd_v01/daily_btn_go_default_v01.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,assets/runtime/ui/interfaces/daily_program,assets/runtime/ui/interfaces/daily_program/**,明确替代 / Exact replacement: assets/runtime/ui/interfaces/daily_program,MEDIUM / 中,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
51,1086,每日按钮前往默认v01,Daily Btn Go Default v01,日常任务,Daily Tasks UI,assets/runtime/ui/daily_tasks_hd_v01/daily_btn_go_default_v01.tres,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,assets/runtime/ui/interfaces/daily_program,assets/runtime/ui/interfaces/daily_program/**,明确替代 / Exact replacement: assets/runtime/ui/interfaces/daily_program,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
52,1087,每日宝箱锁定v01,Daily Chest Locked v01,日常任务,Daily Tasks UI,assets/runtime/ui/daily_tasks_hd_v01/daily_chest_locked_v01.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,assets/runtime/ui/interfaces/daily_program,assets/runtime/ui/interfaces/daily_program/**,明确替代 / Exact replacement: assets/runtime/ui/interfaces/daily_program,MEDIUM / 中,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
53,1088,每日宝箱readyv01,Daily Chest Ready v01,日常任务,Daily Tasks UI,assets/runtime/ui/daily_tasks_hd_v01/daily_chest_ready_v01.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,assets/runtime/ui/interfaces/daily_program,assets/runtime/ui/interfaces/daily_program/**,明确替代 / Exact replacement: assets/runtime/ui/interfaces/daily_program,MEDIUM / 中,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
54,1089,每日进度填充v01,Daily Progress Fill v01,日常任务,Daily Tasks UI,assets/runtime/ui/daily_tasks_hd_v01/daily_progress_fill_v01.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,assets/runtime/ui/interfaces/daily_program,assets/runtime/ui/interfaces/daily_program/**,明确替代 / Exact replacement: assets/runtime/ui/interfaces/daily_program,MEDIUM / 中,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
55,1090,每日进度填充v01,Daily Progress Fill v01,日常任务,Daily Tasks UI,assets/runtime/ui/daily_tasks_hd_v01/daily_progress_fill_v01.tres,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,assets/runtime/ui/interfaces/daily_program,assets/runtime/ui/interfaces/daily_program/**,明确替代 / Exact replacement: assets/runtime/ui/interfaces/daily_program,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
56,1091,每日进度轨道v01,Daily Progress Track v01,日常任务,Daily Tasks UI,assets/runtime/ui/daily_tasks_hd_v01/daily_progress_track_v01.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,assets/runtime/ui/interfaces/daily_program,assets/runtime/ui/interfaces/daily_program/**,明确替代 / Exact replacement: assets/runtime/ui/interfaces/daily_program,MEDIUM / 中,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
57,1092,每日进度轨道v01,Daily Progress Track v01,日常任务,Daily Tasks UI,assets/runtime/ui/daily_tasks_hd_v01/daily_progress_track_v01.tres,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,assets/runtime/ui/interfaces/daily_program,assets/runtime/ui/interfaces/daily_program/**,明确替代 / Exact replacement: assets/runtime/ui/interfaces/daily_program,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
58,1093,每日任务哥布林头像v01,Daily Task Goblin Portrait v01,日常任务,Daily Tasks UI,assets/runtime/ui/daily_tasks_hd_v01/daily_task_goblin_portrait_v01.tres,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,assets/runtime/ui/interfaces/daily_program,assets/runtime/ui/interfaces/daily_program/**,明确替代 / Exact replacement: assets/runtime/ui/interfaces/daily_program,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
59,1094,每日任务图标槽位v01,Daily Task Icon Slot v01,日常任务,Daily Tasks UI,assets/runtime/ui/daily_tasks_hd_v01/daily_task_icon_slot_v01.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,assets/runtime/ui/interfaces/daily_program,assets/runtime/ui/interfaces/daily_program/**,明确替代 / Exact replacement: assets/runtime/ui/interfaces/daily_program,MEDIUM / 中,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
60,1095,每日任务合成图标v01,Daily Task Merge Icon v01,日常任务,Daily Tasks UI,assets/runtime/ui/daily_tasks_hd_v01/daily_task_merge_icon_v01.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,assets/runtime/ui/interfaces/daily_program,assets/runtime/ui/interfaces/daily_program/**,明确替代 / Exact replacement: assets/runtime/ui/interfaces/daily_program,MEDIUM / 中,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition.
61,1096,每日任务外框固定v01底部,Daily Tasks Shell Fixed v01 Bottom,日常任务,Daily Tasks UI,assets/runtime/ui/daily_tasks_hd_v01/daily_tasks_shell_fixed_v01_bottom.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,assets/runtime/ui/interfaces/daily_program,assets/runtime/ui/interfaces/daily_program/**,明确替代 / Exact replacement: assets/runtime/ui/interfaces/daily_program,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
62,1097,每日任务外框固定v01middle,Daily Tasks Shell Fixed v01 Middle,日常任务,Daily Tasks UI,assets/runtime/ui/daily_tasks_hd_v01/daily_tasks_shell_fixed_v01_middle.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,assets/runtime/ui/interfaces/daily_program,assets/runtime/ui/interfaces/daily_program/**,明确替代 / Exact replacement: assets/runtime/ui/interfaces/daily_program,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
63,1098,每日任务外框固定v01顶部,Daily Tasks Shell Fixed v01 Top,日常任务,Daily Tasks UI,assets/runtime/ui/daily_tasks_hd_v01/daily_tasks_shell_fixed_v01_top.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,assets/runtime/ui/interfaces/daily_program,assets/runtime/ui/interfaces/daily_program/**,明确替代 / Exact replacement: assets/runtime/ui/interfaces/daily_program,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
64,952,主默认,Primary Default,印记选择界面,Imprint Choice UI,assets/runtime/ui/battle/prompts/imprint_choice/button/primary_default.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/imprint_choice/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/imprint_choice/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
65,953,主禁用,Primary Disabled,印记选择界面,Imprint Choice UI,assets/runtime/ui/battle/prompts/imprint_choice/button/primary_disabled.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/imprint_choice/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/imprint_choice/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
66,954,主按下,Primary Pressed,印记选择界面,Imprint Choice UI,assets/runtime/ui/battle/prompts/imprint_choice/button/primary_pressed.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/imprint_choice/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/imprint_choice/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
67,955,广告播放,Ad Play,印记选择界面,Imprint Choice UI,assets/runtime/ui/battle/prompts/imprint_choice/overlay/ad_play.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/imprint_choice/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/imprint_choice/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
68,956,关闭,Close,印记选择界面,Imprint Choice UI,assets/runtime/ui/battle/prompts/imprint_choice/overlay/close.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/imprint_choice/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/imprint_choice/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,未发现当前运行引用；确认动态使用后再清理。 / No current runtime reference found; confirm dynamic use before cleanup. 来源链需人工复核。 / Provenance chain requires manual review.
69,957,待命名（Lock）,Lock,印记选择界面,Imprint Choice UI,assets/runtime/ui/battle/prompts/imprint_choice/overlay/lock.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/imprint_choice/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/imprint_choice/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
70,958,待命名（Selected Check）,Selected Check,印记选择界面,Imprint Choice UI,assets/runtime/ui/battle/prompts/imprint_choice/overlay/selected_check.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/imprint_choice/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/imprint_choice/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
71,959,选中光环,Selected Ring,印记选择界面,Imprint Choice UI,assets/runtime/ui/battle/prompts/imprint_choice/overlay/selected_ring.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/imprint_choice/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/imprint_choice/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
72,960,说明面板,Description Panel,印记选择界面,Imprint Choice UI,assets/runtime/ui/battle/prompts/imprint_choice/panel/description_panel.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/imprint_choice/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/imprint_choice/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
73,961,待命名（Modal Panel）,Modal Panel,印记选择界面,Imprint Choice UI,assets/runtime/ui/battle/prompts/imprint_choice/panel/modal_panel.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/imprint_choice/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/imprint_choice/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
74,962,待命名（Title Plate）,Title Plate,印记选择界面,Imprint Choice UI,assets/runtime/ui/battle/prompts/imprint_choice/panel/title_plate.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/imprint_choice/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/imprint_choice/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
75,963,槽位默认,Slot Default,印记选择界面,Imprint Choice UI,assets/runtime/ui/battle/prompts/imprint_choice/slot/slot_default.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/imprint_choice/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/imprint_choice/**,LOW / 低,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,仅在旧函数或不可达分支中出现；确认去留。 / Mentioned only by a legacy function or unreachable branch; confirm disposition. 来源链需人工复核。 / Provenance chain requires manual review.
76,1237,大厅底部navigation背景v01,Lobby Bottom Navigation Background v01,大厅界面,Main Hub UI,assets/runtime/ui/screens/main_hub_v2/frames/lobby_bottom_navigation_background_v01.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/main_hub/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/main_hub/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,未发现当前运行引用；确认动态使用后再清理。 / No current runtime reference found; confirm dynamic use before cleanup.
77,1238,大厅货币counter面板默认v01,Lobby Currency Counter Panel Default v01,大厅界面,Main Hub UI,assets/runtime/ui/screens/main_hub_v2/frames/lobby_currency_counter_panel_default_v01.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/main_hub/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/main_hub/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,未发现当前运行引用；确认动态使用后再清理。 / No current runtime reference found; confirm dynamic use before cleanup.
78,1239,大厅mission面板带奖励槽位默认v01,Lobby Mission Panel With Reward Slot Default v01,大厅界面,Main Hub UI,assets/runtime/ui/screens/main_hub_v2/frames/lobby_mission_panel_with_reward_slot_default_v01.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/main_hub/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/main_hub/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,未发现当前运行引用；确认动态使用后再清理。 / No current runtime reference found; confirm dynamic use before cleanup.
79,1240,待命名（Lobby Navigation Tab Selected v01）,Lobby Navigation Tab Selected v01,大厅界面,Main Hub UI,assets/runtime/ui/screens/main_hub_v2/frames/lobby_navigation_tab_selected_v01.png,当前静态扫描未发现引用 / No current static reference found,旧函数或不可达分支线索；须人工确认动态加载 / Legacy or unreachable-branch evidence; confirm dynamic loading manually,,assets/runtime/ui/interfaces/main_hub/**,模块级候选，非逐文件映射 / Package-level candidate only: assets/runtime/ui/interfaces/main_hub/**,HIGH / 高,已替代，归档候选 / Superseded Archive Candidate,资源工程复核 / Resource Engineering Review,是 / Yes,未发现当前运行引用；确认动态使用后再清理。 / No current runtime reference found; confirm dynamic use before cleanup.
