"output_atlas","source_path","x","y","width","height","sha256","provenance"
"assets/runtime/fx/portal/atlases/gate_portal_sheet_mobile.png","art/production/fx/runtime_atlas_sources/2026-08-20/portal/frame_01.png","332","4","320","320","242839d5d47fd2eea8afbe74d424ef85c360515b01c48d6fe337b8d3ceab2a82","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/portal/atlases/gate_portal_sheet_mobile.png","art/production/fx/runtime_atlas_sources/2026-08-20/portal/frame_02.png","660","4","320","320","d798f3732d4d692e7a9684d5d6af3bf180585013fb2bfe4c0958d19bd6da325a","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/portal/atlases/gate_portal_sheet_mobile.png","art/production/fx/runtime_atlas_sources/2026-08-20/portal/frame_03.png","988","4","320","320","35f0bde9eda9e1c0c42b34a48154a7794ec649d904a6292701b82c0c0c7ef3d7","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/portal/atlases/gate_portal_sheet_mobile.png","art/production/fx/runtime_atlas_sources/2026-08-20/portal/frame_04.png","1316","4","320","320","96df6ad28e9f961c4bd71ab9563aa1789bc4649af6d6b5c27340c5889e3ebcbb","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/portal/atlases/gate_portal_sheet_mobile.png","art/production/fx/runtime_atlas_sources/2026-08-20/portal/frame_05.png","4","332","320","320","9ad391be1c0e5f9c6c523a0ecef41342e66cd71134fbe5df5440a6fe2fb6c414","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/portal/atlases/gate_portal_sheet_mobile.png","art/production/fx/runtime_atlas_sources/2026-08-20/portal/frame_06.png","332","332","320","320","4c63ed3aacafe082725fa2b9810f8bb49a949721a2295fdfa87b01182c3d5745","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/portal/atlases/gate_portal_sheet_mobile.png","art/production/fx/runtime_atlas_sources/2026-08-20/portal/frame_07.png","660","332","320","320","197158d1f0529c6a5f2176a9290da8e20b35a3068dc0e72e98bd05c2f15db0dd","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/portal/atlases/gate_portal_sheet_mobile.png","art/production/fx/runtime_atlas_sources/2026-08-20/portal/frame_08.png","988","332","320","320","caa12a6749d9973499aaf6d5e6023ed7e64360ec15f0384b4da7f2109d8afe48","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/portal/atlases/gate_portal_sheet_mobile.png","art/production/fx/runtime_atlas_sources/2026-08-20/portal/frame_09.png","1316","332","320","320","2ad744cd98118ab1e2d31675f360a23a58ff8279443f80ef2ea85c04284f9863","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/portal/atlases/gate_portal_sheet_mobile.png","art/production/fx/runtime_atlas_sources/2026-08-20/portal/frame_10.png","4","660","320","320","63d5bd7c09652408f4d1009f50483be377752d99d728c5c4cd46d408cdab8012","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/portal/atlases/gate_portal_sheet_mobile.png","art/production/fx/runtime_atlas_sources/2026-08-20/portal/frame_11.png","332","660","320","320","003f9e33117c457d4387f1e65294962a5aff5156d231fa3fc4f266fc32d9ee0f","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/portal/atlases/gate_portal_sheet_mobile.png","art/production/fx/runtime_atlas_sources/2026-08-20/portal/frame_12.png","660","660","320","320","bbb88cc3b1f059a064b90c0dc75379fd001d3e7b5f89dbe4d5db38976060fb9c","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/portal/atlases/gate_portal_sheet_mobile.png","art/production/fx/runtime_atlas_sources/2026-08-20/portal/frame_13.png","988","660","320","320","3d8f66b2856a7747f0bacd2b02bb58efb4167606da7a6bb82c4ab844f2a822a4","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/portal/atlases/gate_portal_sheet_mobile.png","art/production/fx/runtime_atlas_sources/2026-08-20/portal/frame_14.png","1316","660","320","320","6cbf7abc89e053333c8654ea5c035e9763048f33c715264566a45a80d7de5a7b","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/portal/atlases/gate_portal_sheet_mobile.png","art/production/fx/runtime_atlas_sources/2026-08-20/portal/frame_15.png","4","988","320","320","f98a553685ce63019bddf473a68003d605a543b1277f96cd9685e2458e4a1ad6","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/portal/atlases/gate_portal_sheet_mobile.png","art/production/fx/runtime_atlas_sources/2026-08-20/portal/frame_16.png","332","988","320","320","bc58224de48b97a38fc125ece5369ac2b4936b01618290540f7fc5f26aaf6e95","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/portal/atlases/gate_portal_sheet_mobile.png","art/production/fx/runtime_atlas_sources/2026-08-20/portal/frame_17.png","660","988","320","320","9b9257ede8125cfcdb0745e750d709f96efa9023cdece79c24063348bcda434a","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/portal/atlases/gate_portal_sheet_mobile.png","art/production/fx/runtime_atlas_sources/2026-08-20/portal/frame_18.png","988","988","320","320","5cb6d0d56a09a4803047abc071168f5298f48a6a79c3721b0d59040032ecd3db","lossless_crop_from_current_runtime_atlas"
"assets/runtime/fx/portal/atlases/gate_portal_sheet_mobile.png","art/production/fx/runtime_atlas_sources/2026-08-20/portal/frame_19.png","1316","988","320","320","ed35ec5183f2108c5bb1aaf066af6b69236b62418c75ab0e81e0af58ebf40d23","lossless_crop_from_current_runtime_atlas"
